series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle
Revue des Nouvelles Technologies de l'Information	EGC	2014	Apprentissage non supervisé de dépendances syntaxiques à partir de texte étiqueté, plusieurs variantes de PCFG légères	L'apprentissage de dépendances est une tâche consistant à établir, àpartir des phrases d'un texte, un modèle de construction d'arbres traduisant unehiérarchie syntaxique entre les mots. Nous proposons un modèle intermédiaireentre l'analyse syntaxique complète de la phrase et les sacs de mots. Il est basésur une grammaire stochastique hors-contexte se traduisant par des relations dedépendance entre les catégories grammaticales d'une phrase. Les résultats expérimentauxobtenus sur des benchmarks attestés dépassent pour cinq langues surdix les scores de l'algorithme de référence DMV, et pour la première fois desscores sont obtenus pour le français. La très grande simplicité de la grammairepermet un apprentissage très rapide, et une analyse presque instantanée.	Marie Arcadias, Guillaume Cleuziou, Edmond Lassalle, Christel Vrain	http://editions-rnti.fr/render_pdf.php?p1&p=1001924	http://editions-rnti.fr/render_pdf.php?p=1001924
Revue des Nouvelles Technologies de l'Information	EGC	2014	Approche formelle de fusion d'ontologies à l'aide des grammaires de graphes typés	L'article propose une approche formelle de fusion d'ontologies se reposantsur les grammaires de graphes typés. Elle se décompose en trois étapes :1) la recherche de similarités entre concepts ; 2) la fusion des ontologies parl'approche algébrique SPO (Simple Push Out) ; 3) l'adaptation d'une ontologieglobale par le biais de règles de réécriture de graphes. Contrairement aux solutionsexistantes, cette méthode offre une représentation formelle de la fusiond'ontologies ainsi qu'une implémentation fonctionnelle basée sur l'outil AGG.	Mariem Mahfoudh, Germain Forestier, Laurent Thiry, Michel Hassenforder	http://editions-rnti.fr/render_pdf.php?p1&p=1001980	http://editions-rnti.fr/render_pdf.php?p=1001980
Revue des Nouvelles Technologies de l'Information	EGC	2014	Approche par motifs pour l'analyse de données multi-résolution	Dans cet article nous nous intéressons aux approches pour l'analysede graphes pouvant évoluer dans le temps et tel qu'un sommet à un temps donnépeut correspondre à plusieurs sommets au temps suivant et où les sommets sontassociés à un ensemble d'attributs catégoriels. Dans ce type de données, nousproposons une nouvelle classe de motifs basée sur des contraintes permettant dedécrire l'évolution de structures homogènes. Ce type d'approche est particulièrementadaptée pour l'analyse d'images multi-résolution sans perte d'information.Nous présentons un résultat qualitatif dans ce domaine.	Pierre-Nicolas Mougel, Frédéric Flouvat, Nazha Selmaoui-Folcher	http://editions-rnti.fr/render_pdf.php?p1&p=1001952	http://editions-rnti.fr/render_pdf.php?p=1001952
Revue des Nouvelles Technologies de l'Information	EGC	2014	Automatic correction of SVM for drifted data classification	Concept drift is an important feature of real-world data streams thatcan make usual machine learning techniques rapidly become unsuitable. Thispaper addresses the problem of sudden concept drift in classification problemsfor which standard techniques may fail. To this end, support vector machines(SVMs) are automatically corrected to cope with a new suddenly drifted dataset.Results on real-world datasets with several types of sudden drift indicate that themethod is able to correct the SVM in order to better classify the new data afterthe concept drift, using a correction based on the difference between the initialdataset and the new drifted dataset, even when the new dataset is small.	Alexandra Degeest, Benoît Frénay, Michel Verleysen	http://editions-rnti.fr/render_pdf.php?p1&p=1001942	http://editions-rnti.fr/render_pdf.php?p=1001942
Revue des Nouvelles Technologies de l'Information	EGC	2014	Broad Data: What happens when the Web of Data becomes real?	“Big Data” is used to refer to the very large datasets generated by scientists, to the manypetabytes of data held by companies like Facebook and Google, and to analyzing real-time dataassets like the stream of twitter messages emerging from events around the world. Key areasof interest include technologies to manage much larger datasets (cf. NoSQL), technologies for the visualization and analysis of databases, cloud-based data management and dataminingalgorithms.Recently, however, we have begun to see the emergence of another, and equally compellingdata challenge – that of the “Broad data” that emerges from millions and millions of rawdatasets available on the World Wide Web. For broad data the new challenges that emerge includeWeb-scale data search and discovery, rapid and potentially ad hoc integration of datasets,visualization and analysis of only-partially modeled datasets, and issues relating to the policiesfor data use, reuse and combination. In this talk, we present the broad data challenge anddiscuss potential starting points for solutions. We illustrate these approaches using data froma “meta-catalog” of over 1,000,000 open datasets that have been collected from about twohundred governments from around the world.	Jim Hendler	http://editions-rnti.fr/render_pdf.php?p1&p=1001905	http://editions-rnti.fr/render_pdf.php?p=1001905
Revue des Nouvelles Technologies de l'Information	EGC	2014	Classification des actions humaines basée sur les descripteurs spatio-temporels	Dans cet article, nous proposons un nouveau descripteurspatio-temporel appelé ST-SURF pour l'analyse et la reconnaissance d'actionsdans des flux vidéo. L'idée principale est d'enrichir le descripteur Speed UpRobust Feature (SURF) en intégrant l'information de mouvement issue du flotoptique. Seuls les points d'intérêts qui ont subi un déplacement sont pris encompte pour générer un dictionnaire de mots visuels (DMV) robuste basé surl'algorithme des k-moyennes (K-means). Le dictionnaire est utilisé lors du processusd'apprentissage et de reconnaissance d'actions basé sur la méthode desmachines à vecteurs supports (SVM). Les résultats obtenus confirment l'intérêtdu descripteur proposé ST-SURF pour l'analyse de scènes et en particulierpour la reconnaissance d'actions. La méthode atteind une précision de reconnaissancede l'ordre de 80.7%, équivalente aux performances des descripteursspatio-temporels de l'état de l'art.	Sameh Megrhi, Azeddine Beghdadi, Wided Souidène	http://editions-rnti.fr/render_pdf.php?p1&p=1001945	http://editions-rnti.fr/render_pdf.php?p=1001945
Revue des Nouvelles Technologies de l'Information	EGC	2014	Classification et prédiction du flux solaire	La prédiction du rayonnement solaire horaire dans une journée estun enjeu primordial pour la production d'énergie de type photovoltaïque. Nousprésentons deux stratégies de classification des jours selon leurs rayonnementssolaires puis une méthode de prédiction du flux solaire cohérente avec la classification.	Henri Ralambondrainy, Yves Lechevallier, Jean Daniel Lan-Sun-Luk, Jean-Pierre Chabriat	http://editions-rnti.fr/render_pdf.php?p1&p=1001962	http://editions-rnti.fr/render_pdf.php?p=1001962
Revue des Nouvelles Technologies de l'Information	EGC	2014	Classifieur naïf de Bayes pondéré pour flux de données	Un classifieur naïf de Bayes est un classifieur probabiliste basé surl'application du théorème de Bayes avec l'hypothèse naïve, c'est-à-dire que lesvariables explicatives (Xi) sont supposées indépendantes conditionnellement àla variable cible (C). Malgré cette hypothèse forte, ce classifieur s'est avéré trèsefficace sur de nombreuses applications réelles et est souvent utilisé sur les fluxde données pour la classification supervisée. Le classifieur naïf de Bayes nécessitesimplement en entrée l'estimation des probabilités conditionnelles parvariable P(Xi|C) et les probabilités a priori P(C). Pour une utilisation sur lesflux de données, cette estimation peut être fournie à l'aide d'un « résumé superviséen-ligne de quantiles ». L'état de l'art montre que le classifieur naïf de Bayespeut être amélioré en utilisant une méthode de sélection ou de pondération desvariables explicatives. La plupart de ces méthodes ne peuvent fonctionner quehors-ligne car elles nécessitent de stocker toutes les données en mémoire et/oude lire plus d'une fois chaque exemple. Par conséquent, elles ne peuvent être utiliséessur les flux de données. Cet article présente une nouvelle méthode baséesur un modèle graphique qui calcule les poids des variables d'entrée en utilisantune estimation stochastique. La méthode est incrémentale et produit un classifieurNaïf de Bayes Pondéré pour flux de données. Cette méthode est comparéeau classique classifieur naïf de Bayes sur les données utilisées lors du challenge« Large Scale Learning ».	Christophe Salperwyck, Vincent Lemaire, Carine Hue	http://editions-rnti.fr/render_pdf.php?p1&p=1001938	http://editions-rnti.fr/render_pdf.php?p=1001938
Revue des Nouvelles Technologies de l'Information	EGC	2014	Clustering de données relationnelles pour la structuration de flux télévisuels	Les approches existantes pour structurer automatiquement un flux detélévision (i.e. reconstituer un guide de programme exact et complet), sont supervisées.Elles requièrent de grandes quantités de données annotées manuellement,et aussi de définir a priori les types d'émissions (publicités, bandes annonces,programmes, sponsors...). Pour éviter ces deux contraintes, nous proposonsune classification non supervisée. La nature multi-relationnelle de nosdonnées proscrit l'utilisation des techniques de clustering habituelles reposantsur des représentations sous forme attributs-valeurs. Nous proposons et validonsexpérimentalement une technique de clustering capable de manipuler ces donnéesen détournant la programmation logique inductive (PLI) pour fonctionnerdans ce cadre non supervisé.	Vincent Claveau, Patrick Gros	http://editions-rnti.fr/render_pdf.php?p1&p=1001934	http://editions-rnti.fr/render_pdf.php?p=1001934
Revue des Nouvelles Technologies de l'Information	EGC	2014	Clustering de séquences d'évènements temporels	Nous proposons une nouvelle méthode de clustering et d'analyse deséquences temporelles basée sur les modèles en grille à trois dimensions. Lesséquences sont partitionnées en clusters, la dimension temporelle est discrétiséeen intervalles et la dimension évènement est partitionnée en groupes. La grille decellules 3D forme ainsi un estimateur non-paramétrique constant par morceauxde densité jointe des séquences et des dimensions des évènements temporels.Les séquences d'un cluster sont ainsi groupés car elles suivent une distributionsimilaire d'évènements au cours du temps. Nous proposons aussi une méthoded'exploitation du clustering par simplification de la grille ainsi que des indicateurspermettant d'interpréter les clusters et de caractériser les séquences quiles composent. Les expériences sur des données artificielles ainsi que sur desdonnées réelles issues de DBLP démontrent le bien-fondé de notre approche.	Romain Guigourès, Dominique Gay, Marc Boullé, Fabrice Clérot	http://editions-rnti.fr/render_pdf.php?p1&p=1001929	http://editions-rnti.fr/render_pdf.php?p=1001929
Revue des Nouvelles Technologies de l'Information	EGC	2014	Clusters dans les réseaux sociaux : intersections entre liens conceptuels fréquents et communautés	La recherche de liens conceptuels fréquents (FCL) est une nouvelleapproche de clustering de réseaux, qui exploite à la fois la structure et les attributsdes noeuds. Bien que les travaux récents se soient déjà intéressés à l'optimisationdes algorithmes de recherche des FCL, peu de travaux sont aujourd'huimenés sur la complémentarité qui existe entre les liens conceptuels et l'approcheclassique de clustering qui consiste en l'extraction de communautés. Ainsi dansce papier, nous nous intéressons à ces deux approches. Notre objectif est d'évaluerles relations potentiellement existantes entre les communautés et les FCLpour comprendre la façon dont les motifs obtenus par chacune des méthodespeuvent correspondre ou s'intersecter ainsi que la connaissance utile résultantde la prise en compte de ces deux types de connaissance. Nous proposons pourcela un ensemble de mesures originales, basées sur la notion d'homogénéité, visantà évaluer le niveau d'intersection des FCL et des communautés lorsqu'ilssont extraits d'un même jeu de données. Notre approche est appliquée à deuxréseaux et démontre l'importance de considérer simultanément plusieurs typesde connaissance et leur intersection.	Erick Stattner, Martine Collard	http://editions-rnti.fr/render_pdf.php?p1&p=1001920	http://editions-rnti.fr/render_pdf.php?p=1001920
Revue des Nouvelles Technologies de l'Information	EGC	2014	Comment Devenir Cybercondriaque ?	Nous avons tous déjà eu l'occasion d'effectuer des recherches d'ordremédical sur Internet. Si certains sites spécialisés se refusent à tout diagnosticen ligne, préférant le renvoi vers des professionnels de santé, d'autres en revancheconduisent souvent à des déclarations alarmistes faisant état de situationshumaines difficiles. Dans ce travail, nous étudions l'ampleur de ce phénomèneet montrons que quel que soit le syndrome recherché, les résultats obtenusconduisent toujours à l'énoncé des mots "cancer" ou "tumeur".	Erick Stattner, Martine Collard	http://editions-rnti.fr/render_pdf.php?p1&p=1001986	http://editions-rnti.fr/render_pdf.php?p=1001986
Revue des Nouvelles Technologies de l'Information	EGC	2014	Comparaison de bornes théoriques pour l'accélération du clustering incrémental en une passe	Le clustering incrémental en une passe repose sur l'affectation efficacede chaque nouveau point aux clusters existants. Dans le cas général, où lesclusters ne peuvent être représentés par une moyenne, la détermination exhaustivedu cluster le plus proche possède une complexité quadratique avec le nombrede données. Nous proposons dans ce papier une nouvelle méthode d'affectationstochastique à chaque cluster qui minimise le nombre de comparaisons à effectuerentre la donnée et chaque cluster pour garantir, étant donné un taux d'erreuracceptable, l'affectation au cluster le plus proche. Plusieurs bornes théoriques(Bernstein, Hoeffding et Student) sont comparées dans ce papier. Les résultatssur des données artificielles et réelles montrent que la borne de Bernstein donneglobalement les meilleurs résultats (notamment lorsqu'elle est réduite) car ellepermet une accélération forte du processus de clustering, tout en conservant unnombre très faible d'erreurs.	Nicolas Labroche, Marcin Detyniecki, Thomas Baerecke	http://editions-rnti.fr/render_pdf.php?p1&p=1001959	http://editions-rnti.fr/render_pdf.php?p=1001959
Revue des Nouvelles Technologies de l'Information	EGC	2014	Comparaison des chemins de Hilbert adaptatif et des graphes de voisinage pour la caractérisation d'un parcellaire agricole	Cet article compare deux représentations de données spatiales, lesgraphes de voisinages et les chemins de Hilbert-Peano, utilisées par des algorithmesde fouille. Cette comparaison s'appuie sur la mise en oeuvre d'une méthoded'énumération de « sacs de noeuds », qui permet d'obtenir des caractérisationshomogènes à partir des deux représentations. La méthode est appliquée àla caractérisation de parcellaires agricoles et les résultats tendent à montrer quela linéarisation de l'espace capte la majorité de l'information, à l'exception deséléments rares, sur cet exemple particulier.	Thomas Guyet, Sébastien Da Silva, Claire Lavigne, Florence Le Ber	http://editions-rnti.fr/render_pdf.php?p1&p=1001974	http://editions-rnti.fr/render_pdf.php?p=1001974
Revue des Nouvelles Technologies de l'Information	EGC	2014	Compréhension de recettes de cuisine utilisateurs par extraction de connaissances intrinsèques	Sur les sites Web communautaires, les utilisateurs échangent des connaissances,en étant à la fois auteurs et lecteurs. Nous présentons une méthodepour construire notre propre compréhension de la sémantique de la communauté,sans recours à une base de connaissances externe. Nous effectuons une extractionde la connaissance présente dans les contributions analysées. Nous proposonsune évaluation de la confiance imputable à cette compréhension déduite,afin d'évaluer la qualité du contenu, avec application à un site Web de partagede recettes de cuisine.	Damien Leprovost, Thierry Despeyroux, Yves Lechevallier	http://editions-rnti.fr/render_pdf.php?p1&p=1001984	http://editions-rnti.fr/render_pdf.php?p=1001984
Revue des Nouvelles Technologies de l'Information	EGC	2014	Construction de cube OLAP à partir d'un entrepôt de données orienté colonnes	L'optimisation de la construction de cubes OLAP 1 a été jusqu'à présentaxée sur le développement d'algorithmes de calcul performants. Ces derniersopèrent sur des données extraites de l'entrepôt de données qui est généralementimplémenté selon le modèle relationnel qui adopte l'architecture orientéelignes. Or, pour les requêtes décisionnelles, l'architecture orientée colonnes offrede meilleures performances. Cependant, les SGBDR 2 selon cette architecture nedisposent pas d'opérateurs appropriés pour le calcul de cube OLAP. Nous proposonsdans cet article une nouvelle méthode de calcul de cube OLAP. Les résultatsobtenus à partir des expérimentations que nous avons menées démontrentque notre approche optimise considérablement le temps de construction de cubeOLAP et réduit le temps de réponse relatif à l'exploitation du cube comparé àl'approche orientée lignes.	Khaled Dehdou, Fadila Bentayeb, Nadia Kabachi, Omar Boussaid	http://editions-rnti.fr/render_pdf.php?p1&p=1001970	http://editions-rnti.fr/render_pdf.php?p=1001970
Revue des Nouvelles Technologies de l'Information	EGC	2014	Construction de profils de préférences contextuelles basée sur l'extraction de motifs séquentiels	L'utilisation de préférences suscite un intérêt croissant pour personnaliserdes réponses et effectuer des recommandations. En amont, l'étape essentielleest l'élicitation des préférences qui consiste à construire un profil depréférences en sollicitant le moins possible l'utilisateur. Dans cet article, nousprésentons une méthode basée sur l'extraction de motifs séquentiels afin de générerdes règles de préférences contextuelles à partir d'une base de paires detransactions. À partir de ces règles générées, qui ont une expressivité plus richeque celle des approches existantes, nous montrons comment construire et utiliserun profil modélisant les préférences de l'utilisateur. De plus, notre approchea l'avantage de bénéficier des nombreux algorithmes efficaces d'extraction deséquences fréquentes. L'évaluation de notre méthode sur des données réellesmontre que les modèles de préférences construits permettent d'effectuer des recommandationsjustes à un utilisateur.	Arnaud Giacometti, Dominique Haoyuan Li, Arnaud Soulet	http://editions-rnti.fr/render_pdf.php?p1&p=1001954	http://editions-rnti.fr/render_pdf.php?p=1001954
Revue des Nouvelles Technologies de l'Information	EGC	2014	De l'ombre à la lumière : plus de visibilité sur l'Eclipse	L'extraction de connaissances à partir de données issues du génie logicielest un domaine qui s'est beaucoup développé ces dix dernières années, avecnotamment la fouille de référentiels logiciels (Mining Software Repositories) etl'application de méthodes statistiques (partitionnement, détection d'outliers) àdes thématiques du processus de développement logiciel. Cet article présente ladémarche de fouille de données mise en oeuvre dans le cadre de Polarsys, ungroupe de travail de la fondation Eclipse, de la définition des exigences à la propositiond'un modèle de qualité dédié et à son implémentation sur un prototype.Les principaux concepts adoptés et les leçons tirées sont également passés enrevue.	Boris Baldassari, Flavien Huynh, Philippe Preux	http://editions-rnti.fr/render_pdf.php?p1&p=1001967	http://editions-rnti.fr/render_pdf.php?p=1001967
Revue des Nouvelles Technologies de l'Information	EGC	2014	De nouvelles pondérations adaptées à la classification de petits volumes de données textuelles	Un des défis actuels dans le domaine de la classification supervisée dedocuments est de pouvoir produire un modèle fiable à partir d'un faible volumede données. Avec un volume conséquent de données, les classifieurs fournissentdes résultats satisfaisants mais les performances sont dégradées lorsque celui-cidiminue. Nous proposons, dans cet article, de nouvelles méthodes de pondérationsrésistant à une diminution du volume de données. Leur efficacité, évaluéeen utilisant des algorithmes de classification supervisés existants (Naive Bayeset Class-Feature-Centroid) sur deux corpus différents, est supérieure à celle desautres algorithmes lorsque le nombre de descripteurs diminue. Nous avons étudiéen parallèle les paramètres influençant les différentes approches telles que lenombre de classes, de documents ou de descripteurs.	Flavien Bouillot, Pascal Poncelet, Mathieu Roche	http://editions-rnti.fr/render_pdf.php?p1&p=1001922	http://editions-rnti.fr/render_pdf.php?p=1001922
Revue des Nouvelles Technologies de l'Information	EGC	2014	Des humanités au numérique : interdisciplinarité et réciprocité	Les Humanités Numériques, aussi contestable et critiquable que soit le terme, font maintenantpartie du paysage de la recherche en sciences humaines, institutionnalisées par la TrèsGrande Infrastructure de Recherche Huma-Num du CNRS. Elles sont généralement définiescomme la convergence de disciplines autour d'un matériau numérique, matériau inévitablementaccompagné d'un outillage tout aussi numérique. Ce matériau, suivant la discipline quil'observe pourra être considéré comme un objet éditorial, un objet analysable ou un objetcalculable. Nous tenterons de montrer que ce matériau peut aussi être perçu, voire construit,comme un dépôt voire un entrepôt de connaissances. Notre présentation s'appuiera sur diversprojets de recherche en humanités numériques auxquels nous contribuons afin de mettre enexergue le lien qui peut être fait entre extraction et gestion de connaissances d'une part ethumanités numériques d'autre part : le premier peut trouver un terrain expérimental dans lesecond tandis que le second peut tirer profit des méthodes et outils développés par le premier.Nous égrainerons par ailleurs d'autres problématiques inhérentes aux Humanités numériques :de la constitution à l'analyse du corpus en passant par la formalisation et la normalisationdes données. Enfin, nous tenterons de montrer par l'exemple que les questions posées par leshumanités numériques ne sont pas sans rappeler celles des industries de la connaissance.	Thomas Lebarbé	http://editions-rnti.fr/render_pdf.php?p1&p=1001907	http://editions-rnti.fr/render_pdf.php?p=1001907
Revue des Nouvelles Technologies de l'Information	EGC	2014	Détection d'opinions dans des tweets	Twitter est à l'heure actuelle un des réseau sociaux les plus utilisé aumonde et analyser les opinions qui y sont contenues permet de fournir de précieusesinformations notamment aux entreprises commerciales. Dans cet article,nous décrivons une méthode permettant de déterminer l'opinion d'un tweet endétectant dans un premier temps sa subjectivité, puis sa polarité.	Caroline Collet, Alexandre Pauchet, Laurent Vercouter, Khaled Khelif	http://editions-rnti.fr/render_pdf.php?p1&p=1001964	http://editions-rnti.fr/render_pdf.php?p=1001964
Revue des Nouvelles Technologies de l'Information	EGC	2014	Détection de changements dans des flots de données qualitatives	Pour mieux analyser et extraire de la connaissance de flots de données,des approches spécifiques ont été proposées ces dernières années. L'un deschallenges auquel elles doivent faire face est la détection de changement dansles données. Alors que de plus en plus de données qualitatives sont générées,peu de travaux de recherche se sont intéressés à la détection de changement dansce contexte et les travaux existants se sont principalement focalisés sur la qualitéd'un modèle appris plutôt qu'au réel changement dans les données. Danscet article nous proposons une nouvelle méthode de détection de changementnon supervisée, appelée CDCStream (Change Detection in Categorical DataStreams), adaptée aux flux de données qualitatives.	Dino Ienco, Albert Bifet, Bernhard Pfahringer, Pascal Poncelet	http://editions-rnti.fr/render_pdf.php?p1&p=1001968	http://editions-rnti.fr/render_pdf.php?p=1001968
Revue des Nouvelles Technologies de l'Information	EGC	2014	Détection de situations à risque basée sur des détecteurs de mouvement à domicile pour les personnes dépendantes	Avec le vieillissement de la population dans les décennies à venir, laprise en charge de la dépendance est devenu un enjeu majeur. Les nouvellestechnologies permettent d'améliorer le confort et la sécurité des personnes dépendantesà domicile. Dans cet article nous proposons une méthode de détectionde situations à risques basée sur le seuillage automatique des intervalles d'inactivitédes capteurs de mouvement de type infrarouge passif. Notre contributionconsiste à apprendre de façon automatique la durée maximale d'inactivité, parpièce et par plage horaire. La méthode est évaluée sur des données réelles provenantde l'activité d'une personne réelle dans un appartement équipé de capteursdomotiques. Notre approche permet de réduire le temps d'appel des secours.	Alban Meffre, Nicolas Lachiche, Pierre Gançarski, Christophe Collet	http://editions-rnti.fr/render_pdf.php?p1&p=1001983	http://editions-rnti.fr/render_pdf.php?p=1001983
Revue des Nouvelles Technologies de l'Information	EGC	2014	Du texte à la base de données géographiques	Avec la prolifération des données géographiques, il y a un fort besoinde concevoir des outils automatiques pour l'exploitation des connaissances géographiquesincarnées dans les documents textuels. C'est dans ce contexte, quenous proposons une approche permettant de générer une base de données géographiques(BDG) à partir de textes. Notre approche s'articule autour de deuxgrandes phases : la génération du schéma de la BDG et la détermination desdonnées qui serviront au remplissage de cette base. L'implémentation de notreapproche a donné naissance à un outil que nous avons baptisé GDB Generatoret que nous avons intégré dans le SIG : OpenJUMP.	Nesrine Hassini, Khaoula Mahmoudi, Sami Faiz	http://editions-rnti.fr/render_pdf.php?p1&p=1001972	http://editions-rnti.fr/render_pdf.php?p=1001972
Revue des Nouvelles Technologies de l'Information	EGC	2014	Dynamique des communautés par prédiction d'interactions dans les réseaux sociaux	Dans cet article, nous proposons une approche générale de prédictiondes communautés basée sur un modèle d'apprentissage automatique pour la prédictiondes interactions. En effet, nous pensons que, si on peut prédire avec précisionla structure du réseau, alors on a juste à rechercher les communautés surle réseau prédit. Des expérimentations sur des jeux de données réels montrent lafaisabilité de cette approche.	Blaise Ngonmang, Emmanuel Viennet	http://editions-rnti.fr/render_pdf.php?p1&p=1001977	http://editions-rnti.fr/render_pdf.php?p=1001977
Revue des Nouvelles Technologies de l'Information	EGC	2014	Evaluation de la pertinence dans un système de recommandation sémantique de nouvelles économiques	De nos jours dans les secteurs commerciaux et financiers la veille estcruciale et complexe, car la charge d'informations est importante. Pour répondreà cette problématique, nous proposons un système novateur de recommandationd'articles basé sur une modélisation ontologique des connaissances. Nous présentonségalement une nouvelle méthode d'évaluation de la pertinence utilisantle modèle vectoriel intrinsèquement efficace et adapté afin de pallier la confusionnative de ces modèles entre les notions de similarité et de pertinence.	David Werner, Christophe Cruz, Aurélie Bertaux	http://editions-rnti.fr/render_pdf.php?p1&p=1001976	http://editions-rnti.fr/render_pdf.php?p=1001976
Revue des Nouvelles Technologies de l'Information	EGC	2014	Exploration d'une collection de chansons à partir d'une interface de visualisation basée sur une analyse des paroles	Dans cet article, nous présentons une approche de fouille de textesainsi qu'une interface de visualisation afin d'explorer une large collection dechansons frana¸ises à partir des paroles. Dans un premier temps, nous collectonsparoles et métadonnées de différentes sources sur leWeb. Nous utilisons une approchecombinant clustering et analyse sémantique latente afin d'identifier différentesthématiques et de déterminer différents descripteurs significatifs. Noustransformons par la suite le modèle afin d'obtenir une visualisation interactivepermettant d'explorer la collection de chansons	Rémy Kessler, Audrey Laplante, Dominic Forest	http://editions-rnti.fr/render_pdf.php?p1&p=1001946	http://editions-rnti.fr/render_pdf.php?p=1001946
Revue des Nouvelles Technologies de l'Information	EGC	2014	Extension de l'étiquetage géographique des pixels d'une image par fouille de données	Les techniques de classification modernes permettent d'étiqueter leszones non couvertes des bases de données cartographiques, mais souffrent d'unmanque de robustesse important. Dans cet article, nous proposons une méthoderobuste d'extension d'étiquetage sur l'emprise d'une image satellite, par analysehiérarchique des données existantes. Notre approche est fondée sur une sélectiond'attributs par thème de la base de données, une sélection des pixels d'apprentissageet des classifications par objet de chaque thème. La décision finaled'étiquetage est prise après fusion des classifications par thème. Notre méthodeest appliquée avec succès et comparée à plusieurs méthodes de classification,couplant données d'occupation du sol et imagerie spatiale très haute résolution.	Adrien Gressin, Nicole Vincent, Clément Mallet, Nicolas Paparoditis	http://editions-rnti.fr/render_pdf.php?p1&p=1001966	http://editions-rnti.fr/render_pdf.php?p=1001966
Revue des Nouvelles Technologies de l'Information	EGC	2014	Extraction de motifs dans des graphes orientés attribués en présence d'automorphisme	Les graphes orientés attribués sont des graphes orientés dans lesquelsles noeuds sont associés à un ensemble d'attributs. De nombreuses données, issuesdu monde réel, peuvent être représentées par ce type de structure, maisencore peu d'algorithmes sont capables de les traiter directement. La fouille desgraphes attribués est difficile, car elle nécessite de combiner l'exploration de lastructure du graphe avec l'identification d'itemsets fréquents. De plus, du fait del'explosion combinatoire des itemsets, les isomorphismes de sous-graphes, dontla présence impacte énormément les performances des algorithmes de fouille,sont beaucoup plus nombreux que dans les graphes étiquetés.Dans cet article, nous présentons une nouvelle méthode de fouille de donnéesqui permet d'extraire des motifs fréquents à partir d'un ou de plusieurs graphesorientés attribués. Nous montrons comment réduire l'explosion combinatoireprovoquée par les isomorphismes de sous-graphes en traitant de manière particulièreles motifs automorphes.	Claude Pasquier, Frédéric Flouvat, Jérémy Sanhes, Nazha Selmaoui-Folcher	http://editions-rnti.fr/render_pdf.php?p1&p=1001949	http://editions-rnti.fr/render_pdf.php?p=1001949
Revue des Nouvelles Technologies de l'Information	EGC	2014	Extraction de règles d'épisodes minimales dans des séquences complexes	Les messages déposés quotidiennement sur les réseaux sociaux et lesblogs sont très nombreux et constituent une source d'informations précieuse.Leur fouille peut être utilisée dans un but de prédiction d'informations. Notreobjectif dans cet article est de proposer un algorithme permettant la prédictiond'informations au plus tôt et de façon fiable, par le biais de l'identification derègles d'épisodes.	Lina Fahed, Armelle Brun, Anne Boyer	http://editions-rnti.fr/render_pdf.php?p1&p=1001975	http://editions-rnti.fr/render_pdf.php?p=1001975
Revue des Nouvelles Technologies de l'Information	EGC	2014	Extraire les motifs minimaux efficacement et en profondeur	Les représentations condensées ont fait l'objet de nombreux travauxdepuis 15 ans. Tandis que les motifs maximaux des classes d'équivalence ontreçu beaucoup d'attention, les motifs minimaux sont restés dans l'ombre notammentà cause de la difficulté de leur extraction. Dans ce papier, nous présentonsun cadre générique concernant l'extraction de motifs minimaux en introduisantla notion de système minimisable d'ensembles. Il permet de considérer des langagesvariés comme les motifs ensemblistes ou les chaînes de caractères, maisaussi différentes métriques dont la fréquence. Ensuite, pour n'importe quel systèmeminimisable d'ensembles, nous introduisons un test de minimalité rapidepermettant d'extraire en profondeur les motifs minimaux. Nous démontrons quel'algorithme proposé est polynomial-delay et polynomial-space. Des expérimentationssur les benchmarks traditionnels complètent notre étude.	Arnaud Soulet, François Rioult	http://editions-rnti.fr/render_pdf.php?p1&p=1001950	http://editions-rnti.fr/render_pdf.php?p=1001950
Revue des Nouvelles Technologies de l'Information	EGC	2014	Fouille de données par programmation visuelle structurée avec KD-Ariane	Nous présentons ici la plate-forme KD-Ariane, un déploiement d'outilspour la fouille de données dans l'environnement de programmation visuelleAriane. Ce déploiement facilite la conception de chaînes structurées de traitementspour l'extraction de connaissance dans les données	Régis Clouard, François Rioult	http://editions-rnti.fr/render_pdf.php?p1&p=1001989	http://editions-rnti.fr/render_pdf.php?p=1001989
